,text,type
2835,us,0
2836,tracsystems,0
2837,these emails,0
2838,your junk folder 4 employment,0
2839,whittington health,0
2840,successful completion,0
2841,a 6 month probationary period,0
2842,all staff,0
2843,the exception,0
2844,gmc registered doctorstfs healthcare,0
2845,an emergency department nurse,0
2846,accident,0
2847,emergency,0
2848,the liverpool area,0
2849,a variety,0
2850,nhs acute hospitals,0
2851,we,0
2852,an emergency department nurse,0
2853,liverpool,0
2854,the following shift requirements,0
2855,earlies,0
2856,nights shift bookings,0
2857,liverpool,0
2858,up to 4 weeks,0
2859,advance,0
2860,offering,0
2861,continuity,0
2862,care consistency,0
2863,work,0
2864,the satisfaction,0
2865,your next pay check,0
2866,site accommodation,0
2867,liverpool,0
2868,you,0
2869,some highly wellpaid work,0
2870,you,0
2871,continuity,0
2872,consistency,0
2873,a tier 1 agency,0
2874,nhs hospitals,0
2875,liverpool,0
2876,we,0
2877,all our emergency department nurse,0
2878,the following 24 hour compliance process,0
2879,all documents,0
2880,available revalidation,0
2881,our clinical nurse,0
2882,advice,0
2883,inhouse mandatory free training,0
2884,daily payroll,0
2885,weekly payroll,0
2886,your choice umbrella companies,0
2887,free dbs,0
2888,mandatory training,0
2889,these positions,0
2890,any radiographer,0
2891,more than two years,0
2892,post qualification experience,1
2893,cross,0
2894,all applicants,0
2895,a diploma,0
2896,the college,0
2897,radiographers,0
2898,bsc,0
2899,radiography,0
2900,other uk,0
2901,recognised qualification,0
2902,a current hcpc registration,0
2903,evidence,0
2904,cpd,0
2905,ct applications,0
2906,a wide range,0
2907,examinations,0
2908,excellent written and verbal communication skills,1
2909,it,0
2910,literacy,0
2911,essential mri,0
2912,you,0
2913,a patientfocused attitude,0
2914,patient care,0
2915,the highest standards,0
2916,quality,0
2917,efficiency,0
2918,excellent written and verbal communication skills,1
2919,it,0
2920,literacy,0
2921,iv training,0
2922,mencap,0
2923,we,0
2924,partnership,0
2925,people,0
2926,a learning disability,0
2927,we,0
2928,high quality flexible services,0
2929,people,0
2930,young adults,0
2931,their own homes,0
2932,the communityin return,0
2933,your hard work,0
2934,passion,0
2935,we,0
2936,you,0
2937,real meaning,0
2938,purpose,0
2939,your work job advert,0
2940,you,0
2941,work,0
2942,you,0
2943,a difference,0
2944,its not just a job,0
2945,its a life experience,0
2946,us,0
2947,us,0
2948,fantastic opportunities,0
2949,the local services,0
2950,rochdale,0
2951,we,0
2952,positive trustworthy and caring support workers,1
2953,our team,0
2954,we,0
2955,a range,0
2956,different contracts,0
2957,a support worker,0
2958,mencap,0
2959,you,0
2960,people,0
2961,all ages,0
2962,disabilities,0
2963,the best possible life,0
2964,these roles,0
2965,everything,0
2966,you,0
2967,people,0
2968,choices,0
2969,their own lives,0
2970,you,0
2971,the everyday life,0
2972,the people,0
2973,we,0
2974,you,0
2975,support,0
2976,day,0
2977,day,0
2978,activities,0
2979,finances,0
2980,personal care,0
2981,another big part,0
2982,a support worker,0
2983,part,0
2984,the fun,0
2985,you,0
2986,things,0
2987,the cinema bowling theatre swimming,0
2988,all other activities,0
2989,the people,0
2990,you,0
2991,a support worker flexibility,0
2992,both yourself,0
2993,the service,0
2994,you,0
2995,a variety,0
2996,different shifts,0
2997,the weekweekends,0
2998,mornings evenings,0
2999,you,0
3000,bank holidays,0
3001,you,0
3002,we,0
3003,you,0
3004,it,0
3005,you,0
3006,the induction training travel expenses,0
3007,us,0
3008,a bank care assistant youãââll,0
3009,some experience,0
3010,older people,0
3011,a cando approach,0
3012,excellent communication,1
3013,your empathy and warmhearted approach,0
3014,all youãââll,0
3015,the compassion,0
3016,the highest standard,0
3017,care,0
3018,support,0
3019,all our residents,0
3020,return,0
3021,all the training,0
3022,you,0
3023,youãââd,0
3024,your people,0
3025,skills,0
3026,an organisation,0
3027,the quality care,0
3028,youãââd,0
3029,your loved ones,0
3030,a rewarding place,0
3031,a bank care assistant,0
3032,a barchester care home youãââll,0
3033,residents,0
3034,they,0
3035,the quality care,0
3036,they,0
3037,support,0
3038,companionship ãââ,0
3039,great moments,0
3040,memories,0
3041,a chance,0
3042,your dedication,0
3043,compassion,0
3044,a fulfilling environment,0
3045,you,0
3046,work thatãââs,0
3047,it,0
3048,a bank care assistant,0
3049,you,0
3050,anything,0
3051,residents,0
3052,their food,0
3053,care plans,0
3054,our residents,0
3055,onetoone time,0
3056,an opportunity,0
3057,your skills,0
3058,meaningful use,0
3059,your career,0
3060,your skill,0
3061,a wide range,0
3062,free training programs,0
3063,credits,0
3064,you,0
3065,various topics,0
3066,basic life support medication administration epilepsy end,0
3067,life care,0
3068,our nurses,0
3069,our service users,0
3070,consistent care,0
3071,line,0
3072,their needs and personal care plans,0
3073,they,0
3074,part,0
3075,a wider mdt team,0
3076,the ideal candidates,0
3077,prior experience,0
3078,medication administration,0
3079,current valid nmc registration,0
3080,the right,0
3081,the uk,0
3082,at least 6 months postqualification experience,0
3083,a nursing role,0
3084,your current employer,0
3085,your current or previous place,0
3086,work,0
3087,your clinical ability,0
3088,you,0
3089,referee contact details,0
3090,all other employments,0
3091,the past 18 months,0
3092,your 3 most recent jobs,0
3093,a certificate,0
3094,your participation,0
3095,a practical moving,0
3096,course,0
3097,the last 12 months,0
3098,a newcross course,0
3099,you,0
3100,access,0
3101,later ipad,0
3102,ipod touch,0
3103,ios,0
3104,android device,0
3105,a 43 operating system,0
3106,internet access,0
3107,your timesheets,0
3108,our mobile app,0
3109,access,0
3110,your own vehicle,0
3111,we,0
3112,nursing care,0
3113,a range,0
3114,settings,0
3115,acute hospital and ward environments,0
3116,nursing and residential homes,0
3117,you,0
3118,experience,0
3119,these this branch,0
3120,newgate,0
3121,the rochdale cenotaph,0
3122,it,0
3123,the region,0
3124,the highest quality,0
3125,nurses,0
3126,care workers,0
3127,our client,0
3128,exceptional enthusiastic and motivated bmental health nursesb rmn,0
3129,their team,0
3130,you,0
3131,at least 12 months experience,0
3132,some opportunities,0
3133,some newly qualified bmental health nursesb rmn,0
3134,it,0
3135,you,0
3136,the ability,0
3137,high standards,0
3138,patient care,0
3139,the assessment,0
3140,care needs,0
3141,the development implementation,0
3142,evaluation,0
3143,programmes,0
3144,care,0
3145,record keeping,0
3146,service user engagement,0
3147,compulsory  experience,0
3148,a pl  managing budgets,0
3149,business acumen,0
3150,commercial approach,0
3151,experience,0
3152,a business plan,0
3153,experience,0
3154,people,0
3155,future talent,0
3156,experience,0
3157,a positive culture,0
3158,partnership,0
3159,all stakeholders,0
3160,strong communications skills,1
3161,effective working relationships,0
3162,a wide range,0
3163,people,0
3164,stakeholders,0
3165,a range,0
3166,it,0
3167,applications,0
3168,microsoft suite,0
3169,professional qualification,0
3170,fire engineering or fire safety  proven experience,0
3171,a lead role,0
3172,fire safety,0
3173,vast and current working knowledge,0
3174,the regulatory reform fire safety order,0
3175,any other related fire safety regulations,0
3176,andor standards,0
3177,practical experience,0
3178,fire risk assessments,0
3179,audits,0
3180,complex commercial buildings,0
3181,qualified andor,0
3182,quality management systems,0
3183,ie,0
3184,90012015 sp 205  bafewe,0
3185,safety management uk part,0
3186,the citation group,0
3187,we,0
3188,your average fire risk assessment company,0
3189,the citation group,0
3190,8 professional businesses,0
3191,who,0
3192,services,0
3193,our 43000 clients,0
3194,want,0
3195,our mission,0
3196,the company,0
3197,clients,0
3198,its a really exciting time,0
3199,our business,0
3200,us,0
3201,this role,0
3202,you,0
3203,a good understanding,0
3204,the fire safety industry,0
3205,broader compliance areas,0
3206,you,0
3207,overall professional responsibility,0
3208,our nationwide team,0
3209,fire risk assessors,0
3210,auditors,0
3211,addition,0
3212,you,0
3213,an operational and commercial lead,0
3214,accountability,0
3215,the business,0
3216,the key,0
3217,success,0
3218,this role,0
3219,the ability,0
3220,strong business partnerships,0
3221,teams,0
3222,you,0
3223,lots,0
3224,experts,0
3225,the citation group,0
3226,who,0
3227,you,0
3228,finance,0
3229,operations,0
3230,sales,0
3231,service,0
3232,hr,0
3233,it,0
3234,what,0
3235,you,0
3236,the vision focus industry knowhow and leadership skills,0
3237,an already solid business,0
3238,a strong reputation areas,0
3239,responsibility,0
3240,duties,0
3241,delivery,0
3242,the smuk budget,0
3243,business growth,0
3244,expansion,0
3245,support,0
3246,a team,0
3247,experts,0
3248,you,0
3249,the fire business lead,0
3250,the citation group,0
3251,the person,0
3252,smuks quality,0
3253,service delivery,0
3254,it,0
3255,you,0
3256,a strong understanding,0
3257,the fire risk industry,0
3258,your knowledge,0
3259,the area,0
3260,fire risk,0
3261,safety,0
3262,the top,0
3263,their game,0
3264,service delivery quality,0
3265,operational metrics,0
3266,high quality standards,0
3267,strong client retention metrics,0
3268,the internal compliance function,0
3269,lead,0
3270,engage,0
3271,your team,0
3272,respect,0
3273,their technical fire competence,0
3274,a culture,0
3275,high performance,0
3276,a feeling,0
3277,pride,0
3278,purpose,0
3279,smuk,0
3280,the citation group,0
3281,effective relationships,0
3282,key stakeholders,0
3283,current and potential clients,0
3284,risk,0
3285,fastpaced deadlineoriented environment,0
3286,a fastgrowing company,0
3287,high quality expectations,0
3288,the teamthornbury community services,0
3289,experienced complex care paediatric nurses,1
3290,intensive care critical care unit,0
3291,high dependency units,0
3292,we,0
3293,providers,0
3294,complex care,0
3295,the community,0
3296,our clients,0
3297,their families,0
3298,home,0
3299,you,0
3300,access,0
3301,the care plan,0
3302,a meet  greet,0
3303,shadow shifts,0
3304,even 247 contact,0
3305,your regional clinical lead,0
3306,induction,0
3307,the team,0
3308,what,0
3309,we,0
3310,adult intensive care nurse icu,0
3311,a minimum,0
3312,12 months,0
3313,uk based complex health care experience,1
3314,the last 2 years,0
3315,a strong sense,0
3316,integrity,0
3317,dedication,0
3318,6 months experience,1
3319,tracheostomy care,0
3320,the last 18 months  6 month experience,0
3321,tracheostomy tube change,0
3322,the last 18 months,0
3323,12 months experience,0
3324,ventilators,0
3325,the last 2 years,0
3326,competant,0
3327,chest physio cough,0
3328,assist,0
3329,machine previous experience,0
3330,children,0
3331,a willingness,0
3332,relevant childcare qualifications,1
3333,desirable  passion,0
3334,high quality childcare,0
3335,high quality childcare,0
3336,exciting opportunities,0
3337,every child,0
3338,a head start,0
3339,they,0
3340,school,0
3341,your mission,0
3342,an unqualified practitioner,0
3343,you,0
3344,your skills,0
3345,qualified practitioners,0
3346,who,0
3347,best practice,0
3348,a snapshot,0
3349,what,0
3350,your role,0
3351,care,0
3352,we,0
3353,care,0
3354,a keyworker,0
3355,you,0
3356,every individual childs needs,0
3357,children,0
3358,your priority,0
3359,practices,0
3360,we,0
3361,an integral part,0
3362,a parents support network,0
3363,the families,0
3364,parents evenings,0
3365,update,0
3366,parents,0
3367,their childs day,0
3368,development,0
3369,support parents,0
3370,quality,0
3371,we,0
3372,the highest standards,0
3373,its what children,0
3374,parents,0
3375,embrace,0
3376,our standards,0
3377,excellence,0
3378,every part,0
3379,your role,0
3380,pride,0
3381,your planning observation,0
3382,assessment procedure,0
3383,our childcare policies,0
3384,a key player,0
3385,the nursery,0
3386,excellent outcomes,0
3387,internal audits,0
3388,external authorities,0
3389,ofsted ci,0
3390,ciw value,0
3391,we,0
3392,we,0
3393,outstanding value,0
3394,money,0
3395,a setting,0
3396,wellkept educational resources,0
3397,childrens observations,0
3398,we,0
3399,childrens development,0
3400,achievements a registered nursing qualification,0
3401,experience,0
3402,surgical nursingday surgery  sound written and verbal communication skills,1
3403,proven ability,0
3404,a team environment,0
3405,flexibility,1
3406,adaptability,1
3407,the changing needs,0
3408,the business,0
3409,demonstrated customer service skills,1
3410,computer skills,1
3411,independent healthcare experience,1
3412,desirable but not essentialapplicants,0
3413,welsh,0
3414,any application,0
3415,welsh,0
3416,an application,0
3417,english,0
3418,the ability,0
3419,welsh,0
3420,desirable english andor welsh applicants,0
3421,applypowys,0
3422,a wonderful place,0
3423,it,0
3424,you,0
3425,patients,0
3426,the heart,0
3427,care provision,0
3428,you,0
3429,search,0
3430,job satisfaction,0
3431,others,0
3432,a very pleasant surprise,0
3433,powys,0
3434,the place,0
3435,we,0
3436,staff,0
3437,who,0
3438,energy enthusiasm commitment,1
3439,drive,0
3440,who,0
3441,your career aspirations,0
3442,we,0
3443,you,0
3444,an opportunity,0
3445,powys teaching health board,0
3446,a clinical pharmacist,0
3447,our team,0
3448,an existing member,0
3449,staff,0
3450,maternity leave,0
3451,you,0
3452,an exciting but unique experience,0
3453,we,0
3454,somebody,0
3455,us,0
3456,our pharmacy service,0
3457,our community resource teams,0
3458,community hospitals,0
3459,you,0
3460,the forefront,0
3461,the service,0
3462,gps social services community and district nurses therapists community,0
3463,practice pharmacists,0
3464,specialist nurses,0
3465,you,0
3466,experienced medicines management team,0
3467,pharmacists pharmacy technicians mm nurse,0
3468,administration staff,0
3469,the role,0
3470,supporting teams,0
3471,patients,0
3472,a variety,0
3473,care environments,0
3474,community,0
3475,virtual wards,0
3476,gp practices,0
3477,medicines,0
3478,we,0
3479,someone,0
3480,who,0
3481,patient care,0
3482,patient services,0
3483,you,0
3484,a highly valued member,0
3485,the team,0
3486,we,0
3487,ongoing personal development,0
3488,training opportunities,0
3489,this post,0
3490,6 months,0
3491,this post,0
3492,up to 375 hours,0
3493,week,0
3494,flexibility,0
3495,somebody,0
3496,part timejob share,0
3497,the base,0
3498,extensive training development opportunities,0
3499,paid mandatory training,0
3500,a protected training budget,0
3501,staff,0
3502,support,0
3503,flexible working,0
3504,we,0
3505,an onsite occupational health service,0
3506,you,0
3507,work,0
3508,fast track access,0
3509,physio counselling,0
3510,complimentary therapiesthe heart care unit,0
3511,a 20 bedded unit,0
3512,specialist care,0
3513,our heart failure,0
3514,patients patients,0
3515,medical management,0
3516,cardiac problems,0
3517,a step,0
3518,the acute cardiology unit,0
3519,we,0
3520,individuals,0
3521,who,0
3522,the drive,0
3523,enthusiasm,1
3524,safe and effective patient care,0
3525,care provision,0
3526,appreciation,0
3527,patient choice,0
3528,the successful applicant,0
3529,a team player,0
3530,who,0
3531,the current ward team,0
3532,qualified nurses,0
3533,band 3 care coordinators,0
3534,care support workers,0
3535,the desire,0
3536,development,0
3537,others,0
3538,themselves,0
3539,part,0
3540,our commitment,0
3541,staff development,0
3542,we,0
3543,the possibilities,0
3544,rotation,0
3545,other specialist areas,0
3546,addition,0
3547,part rota allocation opportunities,0
3548,specialist nurses,0
3549,you,0
3550,you,0
3551,the skills,0
3552,desire,0
3553,high standards,0
3554,care,0
3555,compassion,0
3556,a progressive forward thinking organisation,0
3557,patient and service user safety,0
3558,experience,0
3559,you,0
3560,a newly registered nurse,0
3561,we,0
3562,your nmc registration,0
3563,qualification,0
3564,the first yearthrough case,0
3565,load management,0
3566,new and existing people,0
3567,the post holder,0
3568,practical support,0
3569,advice,0
3570,staff teams,0
3571,who,0
3572,people,0
3573,disabilityautism,0
3574,concern,0
3575,order,0
3576,operational services,0
3577,the post holder,0
3578,a degree leveland,0
3579,qualification,0
3580,a health or social care field andor significant relevant experience,1
3581,the successful candidate,0
3582,an effective team player,0
3583,understanding,0
3584,people,0
3585,disabilityautism,0
3586,needs,0
3587,forensic settings,0
3588,individuals,0
3589,a forensic history,0
3590,understanding,0
3591,people,0
3592,mental health,0
3593,complete assessments,0
3594,data,0
3595,support plans,0
3596,de briefing,0
3597,adaptable  responsive,0
3598,an everchanging environment,0
3599,experience coachingmentoring teams,0
3600,experience,0
3601,training,0
3602,detailed risk assessments,0
3603,reports,0
3604,meetings,0
3605,other professionalsmdt,0
3606,discussion,0
3607,a varying caseload,0
3608,work prioritising,0
3609,own time,0
3610,qualified degree level,0
3611,qualification,0
3612,a health or social care field andor significant relevant experience,0
3613,experience,0
3614,forensic settings,0
3615,individuals,0
3616,a forensic history,0
3617,experience,0
3618,clinical supervision,0
3619,experience,0
3620,partnership,0
3621,part,0
3622,a mdt  good working knowledge,0
3623,legal frameworks,0
3624,eg mha 1983 mca 2005  car driver,0
3625,ability,0
3626,services,0
3627,a regular basis,0
3628,overnight travel,0
3629,services,0
3630,the evening,0
3631,weekends,0
3632,cpdtraining opportunities,0
3633,really exciting opportunity,0
3634,a specialist practitioner,0
3635,a national team,0
3636,support,0
3637,staff,0
3638,creative person,0
3639,ways,0
3640,the people,0
3641,they,0
3642,maximum control,0
3643,their lives,0
3644,you,0
3645,an eye,0
3646,detail,0
3647,production targets,0
3648,part,0
3649,a team,0
3650,you,0
3651,the person,0
3652,we,0
3653,you,0
3654,a highly motivated team player,1
3655,willingness,0
3656,expertise,0
3657,all areas,0
3658,sterile services,0
3659,previous experience,0
3660,sterile service work,0
3661,full training,0
3662,we,0
3663,experienced carers,0
3664,experience,0
3665,complex care,0
3666,our local team,0
3667,experience,0
3668,care,0
3669,the uk,0
3670,complex care,0
3671,a full driving licence,0
3672,some roles,0
3673,2 professional references,0
3674,people,0
3675,who,0
3676,care,0
3677,a hands,0
3678,personal care,0
3679,washing personal hygiene,0
3680,daily life,0
3681,shopping,0
3682,drinks,0
3683,meals,0
3684,social activities,0
3685,local support groups,0
3686,friends,0
3687,neighbours,0
3688,people,0
3689,dementia spinal cord,0
3690,brain injuries,0
3691,difficulties,0
3692,ms assignments,0
3693,days,0
3694,nightsstaff,0
3695,the trusts,0
3696,redeployment register,0
3697,priority access,0
3698,vacancies,0
3699,their substantive band,0
3700,open access vacancies,0
3701,restricted applications,0
3702,the appropriate advert,0
3703,an r,0
3704,the job title,0
3705,the advert restricted adverts,0
3706,a minimum,0
3707,7 days,0
3708,we,0
3709,written references,0
3710,at least the past 3 years,0
3711,employment,0
3712,education,0
3713,training history,0
3714,contact details,0
3715,all referees,0
3716,business email,0
3717,the trust,0
3718,personal references,0
3719,friends,0
3720,exciting new opportunity,0
3721,two motivated individuals,0
3722,the specialist community nursing division,0
3723,a community nursing caseload manager,0
3724,our team,0
3725,st catherines centre,0
3726,our team,0
3727,the warrens medical centre,0
3728,this post,0
3729,planned programmes,0
3730,care,0
3731,patients,0
3732,clinic,0
3733,settings,0
3734,a main part,0
3735,the role,0
3736,a caseload manager,0
3737,plan,0
3738,nursing care,0
3739,patients,0
3740,the communityprimary care interface,0
3741,the most efficient and clinically effective way,0
3742,cooperation,0
3743,other members,0
3744,the health and social care teams,0
3745,voluntary and statutory agencies,0
3746,you,0
3747,part,0
3748,a team,0
3749,excellent time,0
3750,management organisational and communication skills,1
3751,you,0
3752,the changing needs,0
3753,the trust,0
3754,they,0
3755,the trust,0
3756,staff,0
3757,line,0
3758,national nhs terms,0
3759,conditions,0
3760,any relevant experience,1
3761,salary offers,0
3762,made sports,0
3763,exercise,0
3764,medicine diploma,1
3765,masters degree,1
3766,specialist register sports,0
3767,exercise medicine semfellow sports,0
3768,exercise medicine fsem  minimum 3 years experience,0
3769,sports,0
3770,exercise medicine sem,0
3771,current valid personal medical indemnity insurance general practitioner,0
3772,the role,0
3773,a proactive approach,0
3774,you,0
3775,part,0
3776,a multidisciplinary team,0
3777,well equipped medical centres dental centres,0
3778,rehabilitation units,0
3779,you,0
3780,part,0
3781,the defence medical services team,0
3782,a professional  personal service,0
3783,all times,0
3784,ability,0
3785,military personnel,0
3786,army royal navy,0
3787,royal air force bases,0
3788,an exceptional standard,0
3789,care,0
3790,service personnel,0
3791,their families,0
3792,some locations,0
3793,the individual,0
3794,we,0
3795,this service,0
3796,a lot,0
3797,community access,0
3798,confidence,0
3799,lone working,0
3800,we,0
3801,support workers,0
3802,previous experience,1
3803,who,0
3804,the ground,0
3805,we,0
3806,a full training programme,0
3807,the needs,0
3808,the individuals,0
3809,we,0
3810,very experienced care assistants,1
3811,a level 3 qualification,1
3812,health,0
3813,social care,0
3814,we,0
3815,real ambition,0
3816,a career,0
3817,social care,0
3818,us,0
3819,a chap,0
3820,it,0
3821,you,0
3822,you,0
3823,a hands,0
3824,quick learner,0
3825,a challenge full training,0
3826,providedover a minimum,0
3827,12 weeks,0
3828,you,0
3829,a dedicated nurse mentor,0
3830,lots,0
3831,support,0
3832,our dedicated chap team,0
3833,you,0
3834,a care home assistant practitioner,0
3835,you,0
3836,an enhanced rate,0
3837,pay,0
3838,a graduation,0
3839,peers,0
3840,your region,0
3841,you,0
3842,a four seasons health care fob watch,0
3843,certificate,0
3844,you,0
3845,special resident experiences,0
3846,our homesthey,0
3847,no place,0
3848,home,0
3849,you,0
3850,our care home assistant practitioner chap programme,0
3851,you,0
3852,a huge part,0
3853,our residents,0
3854,an enhanced health care assistant role,0
3855,a period,0
3856,extensive training,0
3857,competency assessments,0
3858,you,0
3859,care and clinical interventions,0
3860,the resident experience,0
3861,the level,0
3862,care residents,0
3863,supervision,0
3864,a registered nurse,0
3865,a daily basis,0
3866,you,0
3867,the nurse community,0
3868,a nursing assistant,0
3869,excellent standards,0
3870,clinical care,0
3871,independence,0
3872,personal choice,0
3873,the successful ae nurse,0
3874,excellent communication skills,1
3875,order,0
3876,the highest standards,0
3877,care,0
3878,you,0
3879,every shift,0
3880,senior nurses,0
3881,you,0
3882,recent experience,0
3883,you,0
3884,this sort,0
3885,work,0
3886,the past,0
3887,contact,0
3888,we,0
3889,the opportunity,0
3890,personal experience,0
3891,a casebycase basis,0
3892,hays,0
3893,greet days,0
3894,our new and helpful staff coffee mornings,0
3895,all nurses,0
3896,a great incentive bonus,0
3897,â250 high street shop vouchers,0
3898,every successfully referred registered nurse,0
3899,who,0
3900,work,0
3901,us terms,0
3902,conditions,0
3903,you,0
3904,no pressure,0
3905,your take home pay,0
3906,weekly and monthly basis,0
3907,guarantee shift,0
3908,schemes lines,0
3909,work block bookings,0
3910,free mandatory  specialist training,0
3911,â250 bonus,0
3912,every referral  regular network and market event invitations,0
3913,express compliance process,0
3914,free regular lunch visits,0
3915,your consultant,0
3916,confirmer  free dbs market leading training immunisation checks,0
3917,weekly or monthly pay,0
3918,adobe suite photoshop illustrator,0
3919,ability,0
3920,detailed requirements,0
3921,design complete user experience,0
3922,business needs,0
3923,vision,0
3924,proven track record,0
3925,responsive website design,0
3926,demonstrable ux design experience,0
3927,complex solutions,0
3928,complete digital environments,0
3929,preferably extensive experience,0
3930,design best practices,0
3931,a strong understanding,0
3932,mobilefirst and responsive design,0
3933,ecommerce retail wholesale or related industry,0
3934,expertise,0
3935,mobile  android windows,0
3936,you,0
3937,a midweight web designer,0
3938,at least three years experience,0
3939,digital design,0
3940,an agency,0
3941,an ecommerce business,0
3942,you,0
3943,a new challenge,0
3944,a diverse role,0
3945,new doors,0
3946,your previous experience,0
3947,new skills,0
3948,a fantastic growing company,0
3949,you,0
3950,your design skills,0
3951,the crowd,0
3952,a wellestablished ecommerce gift company,0
3953,you,0
3954,the shots,0
3955,it,0
3956,the time,0
3957,your mark,0
3958,things,0
3959,the end user,0
3960,behalf,0
3961,another company,0
3962,they,0
3963,hungry hardworking individual,0
3964,who,0
3965,their efforts,0
3966,reality,0
3967,creative ideas,0
3968,action,0
3969,key objectives,0
3970,the new web designer,0
3971,their digital offering,0
3972,brand guidelines seasonality,0
3973,marketing activities,0
3974,a passion,0
3975,all things,0
3976,web design,1
3977,a great user experience,0
3978,their website,0
3979,other digital channels,0
3980,online and offline marketing,0
3981,both brand,0
3982,commercial objectives,0
3983,intuitive visually compelling user experiences translating concepts,0
3984,reality,0
3985,a wide range,0
3986,devices platforms,0
3987,interfaces,0
3988,design issues,0
3989,our website,0
3990,solutions,0
3991,them,0
3992,the right solutions,0
3993,new propositions,0
3994,an enhanced online customer journey,0
3995,engagement sales,0
3996,a usercentred design approach,0
3997,ux decisions,0
3998,potential future features,0
3999,functionalities,0
4000,design skills,1
4001,all areas,0
4002,marketing,0
4003,email campaigns,0
4004,jump,0
4005,several new websites,0
4006,development,0
4007,that creative touch,0
4008,detailed wireframes,0
4009,complete user experience mapping,0
4010,we,0
4011,an enthusiastic energetic experienced nurse,1
4012,the team,0
4013,the royal united hospitals nhs foundation trust bath,0
4014,you,0
4015,the tissue viability team,0
4016,we,0
4017,someone,0
4018,post registration tissue viability qualifications,0
4019,extensive tissue viability experience,0
4020,someone,0
4021,who,0
4022,you,0
4023,it,0
4024,literacy skills,1
4025,an excellent communicatornew colleagues,1
4026,a warm welcome,0
4027,a future,0
4028,opportunities,0
4029,our trust,0
4030,you,0
4031,high calibre staff,0
4032,whom,0
4033,a national and international reputation,0
4034,specialist expertise,1
4035,worldclass care,0
4036,the best services,0
4037,our patients,0
4038,our values,0
4039,simple everyone,0
4040,a difference,0
4041,our aspiration,0
4042,the type,0
4043,hospitals,0
4044,we,0
4045,current valid nmc registration,0
4046,the right,0
4047,the uk,0
4048,at least 6 months postqualification experience,1
4049,at least 2 referee contact details,1
4050,a certificate,0
4051,your participation,0
4052,a practical moving,0
4053,you,0
4054,access,0
4055,a smart device,0
4056,your timesheets,0
4057,our app,0
4058,access,0
4059,your own vehicle,0
4060,what,0
4061,i,0
4062,a nurse,0
4063,you,0
4064,outstanding clinical skills,1
4065,our service users,0
4066,part,0
4067,a wider mdt team,0
4068,a mental health nurse,0
4069,you,0
4070,care,0
4071,our service users,0
4072,who,0
4073,it,0
4074,you,0
4075,a calm and approachable demeanour,1
4076,we,0
4077,applicants,0
4078,it,0
4079,an interview,0
4080,you,0
4081,us,0
4082,the comfort,0
4083,your own home,0
4084,us,0
4085,a care home deputy manager,0
4086,clinical lead,0
4087,you,0
4088,a registered nurse rnrmn,0
4089,current nmc registration,0
4090,a teachingmentoringsupervision qualification experience,0
4091,residents,0
4092,different health needs,0
4093,a successful track record,1
4094,investigations,0
4095,clinical risk assessments,0
4096,some hr,0
4097,a strong knowledge,1
4098,sales,0
4099,an understanding,0
4100,budget management,0
4101,a track record,0
4102,newly qualified nurses,0
4103,preceptorship,0
4104,you,0
4105,quality care,0
4106,our engaging and energetic environmentas care home deputy manager,0
4107,clinical lead,0
4108,you,0
4109,the delivery,0
4110,the quality care,0
4111,the general manager,0
4112,leadership duties,0
4113,their absence,0
4114,you,0
4115,everything,0
4116,care standards,0
4117,your team,0
4118,you,0
4119,a multidisciplinary team,0
4120,they,0
4121,every resident,0
4122,the best possible quality,0
4123,life,0
4124,example,0
4125,monitoring,0
4126,standards,0
4127,regular audits,0
4128,clinical practice,0
4129,our regulatory compliance,0
4130,you,0
4131,the highest standards,0
4132,your skills,0
4133,strategies,0
4134,you,0
4135,your goals,0
4136,our ideal candidate,0
4137,a compassionate individual,1
4138,previous experience,0
4139,specialised care,0
4140,the right,0
4141,the uk,0
4142,at least 3 months previous care experience certification,1
4143,a practical moving,0
4144,course,0
4145,the last 12 months,0
4146,access,0
4147,a smartphone,0
4148,internet access,0
4149,your rotas access,0
4150,your own vehicle,0
4151,a personal care assistant,0
4152,you,0
4153,support,0
4154,a personcentred way,0
4155,the wellbeing,0
4156,quality,0
4157,life,0
4158,each patient,0
4159,you,0
4160,our ethos,0
4161,carejustphysio,0
4162,a leading specialist recruitment provider,0
4163,over 15 years experience,0
4164,the uk healthcare jobs market,0
4165,access,0
4166,100s,0
4167,new jobs,0
4168,we,0
4169,the right job,0
4170,you,0
4171,we,0
4172,firm believers,0
4173,not only the right job,0
4174,talented individuals,0
4175,their expertise,0
4176,our pay rates,0
4177,a range,0
4178,additional benefits,0
4179,a dedicated one,0
4180,one service,0
4181,fast track registration process excellent rates,0
4182,pay assistance,0
4183,time,0
4184,every time access,0
4185,exclusive nhs,0
4186,private sector jobs,0
4187,no registration fee,0
4188,dbs free online training,0
4189,an exciting opportunity,0
4190,an enthusiastic dedicated and experienced qualified nurse social worker,1
4191,occupational therapist,0
4192,the oxford city,0
4193,north east oxon adult mental health team,0
4194,this role,0
4195,multidisciplinary teams,0
4196,an ethos,0
4197,team,0
4198,high quality care,0
4199,the needs,0
4200,patients,0
4201,all stages,0
4202,their illness,0
4203,recovery,0
4204,you,0
4205,the knowledge,0
4206,experience,0
4207,services users,0
4208,severe and enduring mental health problems,0
4209,you,0
4210,a passion,0
4211,recovery,0
